match,mis-match,rep.match,N_s,Q_gap_count,Q_gap_bases,T_gap_count,T_gap_bases,strand,Q_name_prefix,Q_name_suffix,Q_size,Q_start,Q_end,GeneID,TranscriptID,ExonNum,T_size,T_start,T_end,block_count,blockSizes,qStarts,tStarts,Probability_Functional,Essential_Status
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10138_1,30,0,30,ENSG00000290445.1,ENST00000637719.1,exon1,435,8,38,1,"30,","0,","8,",0.112,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10141_3,30,0,30,ENSG00000293313.1,ENST00000452075.7,exon1,154,53,83,1,"30,","0,","53,",0.912,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10146_1,30,0,30,ENSG00000233515.2,ENST00000662977.1,exon1,175,132,162,1,"30,","0,","132,",0.432,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_1015_1,30,0,30,ENSG00000235434.1,ENST00000454736.1,exon1,259,152,182,1,"30,","0,","152,",0.04,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_1015_2,30,0,30,ENSG00000235434.1,ENST00000454736.1,exon1,259,108,138,1,"30,","0,","108,",0.04,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10189_2,30,0,30,ENSG00000285712.1,ENST00000650340.1,exon1,458,77,107,1,"30,","0,","77,",0.008,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10189_4,30,0,30,ENSG00000285712.1,ENST00000650340.1,exon1,458,358,388,1,"30,","0,","358,",0.008,NOT ESSENTIAL
30,0,0,0,0,0,0,0,+,human_lncrna,fused_10194_2,30,0,30,ENSG00000285712.1,ENST00000650340.1,exon1,458,37,67,1,"30,","0,","37,",0.008,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10200_3,30,0,30,ENSG00000230555.2,ENST00000442526.2,exon1,328,237,267,1,"30,","0,","237,",0.592,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10260_1,30,0,30,ENSG00000277288.5,ENST00000623589.1,exon1,364,213,243,1,"30,","0,","213,",0.128,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10289_1,30,0,30,ENSG00000165511.6,ENST00000625168.1,exon1,358,44,74,1,"30,","0,","44,",0.888,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10300_1,30,0,30,ENSG00000227683.1,ENST00000422807.1,exon1,345,107,137,1,"30,","0,","107,",0.184,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10300_2,30,0,30,ENSG00000227683.1,ENST00000422807.1,exon1,345,154,184,1,"30,","0,","154,",0.184,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10331_1,30,0,30,ENSG00000289092.1,ENST00000693103.1,exon1,1388,184,214,1,"30,","0,","184,",0.888,NOT ESSENTIAL
30,0,0,0,0,0,0,0,+,human_lncrna,fused_10371_1,30,0,30,ENSG00000231187.3,ENST00000659936.1,exon1,316,253,283,1,"30,","0,","253,",0.632,NOT ESSENTIAL
30,0,0,0,0,0,0,0,+,human_lncrna,fused_10385_1,30,0,30,ENSG00000291069.1,ENST00000580094.5,exon1,226,77,107,1,"30,","0,","77,",0.92,NOT ESSENTIAL
25,0,0,0,0,0,0,0,-,human_lncrna,fused_10385_3,30,5,30,ENSG00000291043.1,ENST00000688348.2,exon1,674,218,243,1,"25,","0,","218,",0.704,NOT ESSENTIAL
30,0,0,0,0,0,0,0,+,human_lncrna,fused_10418_2,30,0,30,ENSG00000290453.1,ENST00000532854.5,exon1,210,31,61,1,"30,","0,","31,",0.792,NOT ESSENTIAL
30,0,0,0,0,0,0,0,+,human_lncrna,fused_10418_2,30,0,30,ENSG00000271816.1,ENST00000580790.1,exon1,208,29,59,1,"30,","0,","29,",0.792,NOT ESSENTIAL
30,0,0,0,0,0,0,0,+,human_lncrna,fused_10418_2,30,0,30,ENSG00000242288.9,ENST00000399449.3,exon1,208,29,59,1,"30,","0,","29,",0.792,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_1048_1,30,0,30,ENSG00000289402.2,ENST00000690199.1,exon1,105,75,105,1,"30,","0,","75,",0.16,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10493_1,30,0,30,ENSG00000290956.1,ENST00000456967.5,exon1,1277,531,561,1,"30,","0,","531,",0.064,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10493_4,30,0,30,ENSG00000290956.1,ENST00000456967.5,exon1,1277,360,390,1,"30,","0,","360,",0.064,NOT ESSENTIAL
25,0,0,0,0,0,0,0,-,human_lncrna,fused_10560_2,30,5,30,ENSG00000285870.1,ENST00000648782.1,exon1,1220,891,916,1,"25,","0,","891,",0.176,NOT ESSENTIAL
25,0,0,0,0,0,0,0,-,human_lncrna,fused_10615_1,30,0,25,ENSG00000289158.1,ENST00000690550.1,exon1,95,0,25,1,"25,","5,","0,",0.136,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10781_1,30,0,30,ENSG00000228566.2,ENST00000444770.1,exon1,108,21,51,1,"30,","0,","21,",0.112,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10781_2,30,0,30,ENSG00000228566.2,ENST00000444770.1,exon1,108,66,96,1,"30,","0,","66,",0.112,NOT ESSENTIAL
