match,mis-match,rep.match,N_s,Q_gap_count,Q_gap_bases,T_gap_count,T_gap_bases,strand,Q_name_prefix,Q_name_suffix,Q_size,Q_start,Q_end,GeneID,TranscriptID,ExonNum,T_size,T_start,T_end,block_count,blockSizes,qStarts,tStarts,Probability_Functional,Essential_Status
30,0,0,0,0,0,0,0,+,human_lncrna,fused_100_3,30,0,30,ENSG00000291156.1,ENST00000688131.1,exon2,116,39,69,1,"30,","0,","39,",0.496,NOT ESSENTIAL
28,0,0,0,0,0,0,0,-,human_lncrna,fused_10200_1,30,0,28,ENSG00000230555.2,ENST00000442526.2,exon2,430,0,28,1,"28,","2,","0,",0.592,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10259_1,30,0,30,ENSG00000277288.5,ENST00000623589.1,exon2,644,429,459,1,"30,","0,","429,",0.128,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10259_2,30,0,30,ENSG00000277288.5,ENST00000623589.1,exon2,644,393,423,1,"30,","0,","393,",0.128,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10286_3,30,0,30,ENSG00000223462.2,ENST00000425541.2,exon2,256,192,222,1,"30,","0,","192,",0.288,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10300_2,30,0,30,ENSG00000227683.1,ENST00000422807.1,exon2,188,51,81,1,"30,","0,","51,",0.184,NOT ESSENTIAL
30,0,0,0,0,0,0,0,+,human_lncrna,fused_10375_1,30,0,30,ENSG00000229227.8,ENST00000437899.5,exon2,245,44,74,1,"30,","0,","44,",0.616,NOT ESSENTIAL
29,0,0,0,0,0,0,0,+,human_lncrna,fused_10375_2,30,1,30,ENSG00000229227.8,ENST00000437899.5,exon2,245,0,29,1,"29,","1,","0,",0.616,NOT ESSENTIAL
30,0,0,0,0,0,0,0,+,human_lncrna,fused_10418_1,30,0,30,ENSG00000291069.1,ENST00000580094.5,exon2,203,84,114,1,"30,","0,","84,",0.92,NOT ESSENTIAL
30,0,0,0,0,0,0,0,+,human_lncrna,fused_10418_2,30,0,30,ENSG00000254929.6,ENST00000605970.5,exon2,208,126,156,1,"30,","0,","126,",0.92,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10472_1,30,0,30,ENSG00000236208.3,ENST00000437677.2,exon2,661,448,478,1,"30,","0,","448,",0.584,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10479_2,30,0,30,ENSG00000235939.1,ENST00000423283.1,exon2,200,136,166,1,"30,","0,","136,",0.056,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_1048_1,30,0,30,ENSG00000289402.2,ENST00000690199.1,exon2,621,313,343,1,"30,","0,","313,",0.16,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_1048_2,30,0,30,ENSG00000289402.2,ENST00000690199.1,exon2,621,261,291,1,"30,","0,","261,",0.16,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_1048_3,30,0,30,ENSG00000289402.2,ENST00000690199.1,exon2,621,8,38,1,"30,","0,","8,",0.16,NOT ESSENTIAL
23,0,0,0,0,0,0,0,+,human_lncrna,fused_1065_1,30,7,30,ENSG00000287322.1,ENST00000655064.1,exon2,1439,1209,1232,1,"23,","7,","1209,",0.48,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10692_2,30,0,30,ENSG00000254271.1,ENST00000517854.1,exon2,346,206,236,1,"30,","0,","206,",0.136,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10692_3,30,0,30,ENSG00000254271.1,ENST00000517854.1,exon2,346,162,192,1,"30,","0,","162,",0.136,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_1073_1,30,0,30,ENSG00000236936.1,ENST00000416959.1,exon2,403,179,209,1,"30,","0,","179,",0.92,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10781_1,30,0,30,ENSG00000228566.2,ENST00000444770.1,exon2,384,257,287,1,"30,","0,","257,",0.112,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10781_2,30,0,30,ENSG00000228566.2,ENST00000444770.1,exon2,384,165,195,1,"30,","0,","165,",0.112,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_10968_1,30,0,30,ENSG00000289193.2,ENST00000690087.2,exon2,184,104,134,1,"30,","0,","104,",0.904,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_1098_2,30,0,30,ENSG00000293453.1,ENST00000637118.1,exon2,971,808,838,1,"30,","0,","808,",0.064,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_1098_3,30,0,30,ENSG00000293453.1,ENST00000637118.1,exon2,971,390,420,1,"30,","0,","390,",0.064,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_11027_4,30,0,30,ENSG00000237512.7,ENST00000447119.3,exon2,415,333,363,1,"30,","0,","333,",0.976,NOT ESSENTIAL
30,0,0,0,0,0,0,0,+,human_lncrna,fused_1102_1,30,0,30,ENSG00000228397.3,ENST00000655353.1,exon2,149,6,36,1,"30,","0,","6,",0.48,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_11033_2,30,0,30,ENSG00000289607.2,ENST00000686111.2,exon2,228,9,39,1,"30,","0,","9,",0.424,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_11278_4,30,0,30,ENSG00000229543.1,ENST00000434440.1,exon2,395,154,184,1,"30,","0,","154,",0.12,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_11301_2,30,0,30,ENSG00000228683.1,ENST00000455498.1,exon2,287,58,88,1,"30,","0,","58,",0.088,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_11329_1,30,0,30,ENSG00000235426.2,ENST00000438554.2,exon2,251,42,72,1,"30,","0,","42,",0.872,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_11522_2,30,0,30,ENSG00000286359.1,ENST00000671245.1,exon2,545,347,377,1,"30,","0,","347,",0.152,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_11522_3,30,0,30,ENSG00000286359.1,ENST00000671245.1,exon2,545,62,92,1,"30,","0,","62,",0.152,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_1154_1,30,0,30,ENSG00000284726.1,ENST00000641772.1,exon2,522,352,382,1,"30,","0,","352,",0.184,NOT ESSENTIAL
30,0,0,0,0,0,0,0,-,human_lncrna,fused_1156_2,30,0,30,ENSG00000249087.9,ENST00000437367.5,exon2,276,206,236,1,"30,","0,","206,",1.0,NOT ESSENTIAL
